Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type,Electricity_Consumption
21.15,56.38,4,0.53,9.17,Weekday,97.7
41.33,26.41,2,0.02,14.13,Weekday,140.09
41.39,92.93,1,1.26,10.9,Weekend,144.74
41.12,58.85,7,12.21,19.56,Weekday,243.35
22.16,66.06,3,9.35,4.09,Weekday,137.98
28.54,37.75,7,0.61,12.41,Weekend,164.94
44.55,56.26,2,7.81,10.33,Weekday,172.67
38.16,52.19,1,11.39,4.69,Weekday,163.08
15.82,25.62,1,13.9,15.25,Weekday,137.92
16.96,27.96,1,14.94,6.23,Weekend,125.19
28.92,82.81,6,5.24,8.25,Weekday,168.48
42.28,37.99,2,2.17,8.12,Weekday,125.56
31.16,34.62,3,3.79,5.64,Weekday,125.45
29.93,57.87,3,12.42,9.18,Weekday,168.06
18.16,77.66,1,15.54,9.99,Weekend,160.25
34.7,24.65,2,7.46,15.14,Weekday,134.83
39.66,63.26,6,4.89,15.54,Weekday,193.54
26.41,28.94,1,6.87,4.01,Weekday,102.01
38.27,22.73,5,4.88,12.26,Weekday,173.93
43.93,23.96,7,4.1,18.03,Weekend,212.36
21.11,82.56,3,9.5,3.07,Weekday,136.46
30.7,28.85,7,0.25,9.99,Weekday,129.97
23.61,23.39,4,4.15,15.26,Weekday,130.25
38.79,52.84,1,10.58,12.62,Weekend,183.36
32.33,83.3,5,0.51,2.91,Weekday,130.31
34.04,39.68,3,1.33,8.54,Weekday,113.41
38.94,51.63,7,4.69,10.64,Weekend,200.32
26.88,22.99,6,14.04,19.92,Weekend,202.32
42.45,53.68,2,12.24,4.39,Weekend,177.35
30.99,63.32,3,0.35,19.67,Weekday,148.11
19.74,62.82,7,8.03,8.15,Weekend,170.43
35.88,44.93,2,4.39,4.81,Weekday,114.48
38.8,43.66,7,10.38,8.87,Weekday,197.71
24.5,28,2,11.54,12.67,Weekday,142.74
40.72,47.51,6,13.81,5.06,Weekday,215.07
42.18,27.46,6,7.61,6.54,Weekend,187.15
23.31,77.49,1,15.91,17.24,Weekday,179.62
44.51,92.47,1,15.68,19.98,Weekend,238.64
19.22,92.76,3,14.11,7.05,Weekend,164.44
21.06,84.88,6,9.2,3.83,Weekday,167.09
20.53,65.06,5,6.37,16.07,Weekend,169.08
41.82,72.56,7,5.83,12.41,Weekday,204.78
34.63,41.39,7,0.19,2.91,Weekday,136.72
19.56,67.31,7,3.99,18.99,Weekend,173.39
28.21,54.17,3,11.5,2.48,Weekday,156.21
33.46,56.15,7,9.66,12.88,Weekday,206.6
17.5,76.83,4,14.66,9.05,Weekday,170.73
41.47,41.14,2,0.8,11.58,Weekend,129.3
39.11,43.85,7,2.48,5.05,Weekday,166.56
30.16,89.35,2,12.63,14.07,Weekday,189.22
44.01,24.22,1,5.74,19.23,Weekday,158.41
27.53,56.42,7,1.89,9.71,Weekend,154.01
44.52,88.46,5,15.94,10.94,Weekday,241.55
35.04,65.78,6,12.6,5.56,Weekday,190.48
34.04,60.98,6,6.54,17.95,Weekday,197.07
19.98,38.73,1,13.17,19.45,Weekday,144.49
41.46,45.75,4,10.89,15.94,Weekday,194.18
27.82,83.9,3,12.64,11.31,Weekday,176.94
19.87,61.94,3,13.04,19.18,Weekday,174.21
15.38,58.61,5,1.36,3.92,Weekday,103.61
31.79,27.47,1,9.97,10.09,Weekday,142.79
30.82,21.2,1,0.11,11.21,Weekday,106.01
36.58,92.28,4,0.7,10.35,Weekday,152.16
41.71,48.27,7,14.46,16.25,Weekday,248.03
17.38,65.24,3,8.44,13.74,Weekday,133.76
36.94,25.98,7,11.77,3.41,Weekday,181.49
20.62,71.23,1,13.42,7.58,Weekday,144.06
40.75,89.94,7,15.19,7.44,Weekday,241.72
39.57,63.17,6,13.91,11.75,Weekday,228.94
31.22,29.46,5,7.73,6.54,Weekday,164.38
36.31,63.63,3,5.38,3.23,Weekend,135.8
24.43,77.48,4,2.47,13.42,Weekday,153.38
29.14,50.48,5,6.41,17.17,Weekend,167.26
39.65,85.99,2,5.86,18.7,Weekday,183.68
28.78,68.65,6,8.95,19.48,Weekday,193.57
25.73,87.44,4,10.65,15.84,Weekend,198.11
29.83,66.76,5,15.65,3.65,Weekday,180.32
39.85,29.85,1,11.65,17.21,Weekday,157.12
25.06,43.23,2,10.3,8.6,Weekend,145.5
20.21,35.13,4,5.36,14.87,Weekday,134.76
36.36,88.16,1,0.55,11.09,Weekday,135.64
39.78,77.03,6,4.61,16.74,Weekday,200.92
18.02,70.73,2,12.3,9.08,Weekend,144.01
22.2,42.57,3,3.28,2.17,Weekend,96.97
19.26,33.8,1,11.4,11.58,Weekday,155.29
25.44,76.73,5,9.28,4.25,Weekday,152.92
28.51,55.56,7,2.75,19.34,Weekend,188.12
37.46,36.93,4,4.19,11.01,Weekday,156.8
34.53,66.25,2,7.94,11.52,Weekday,163.49
33.63,23.03,1,6.69,18.24,Weekday,149.41
25.57,44.46,3,12.46,12.87,Weekday,165.59
40.24,55.14,7,11.75,6.75,Weekday,198.62
29.14,31.1,4,9.19,6.63,Weekend,155.97
44.37,93.85,4,13.16,10.53,Weekend,227.29
34.02,35.68,1,9,17.47,Weekday,159.88
18.79,29.78,3,15.43,16.1,Weekday,176.13
35.29,35.27,6,3.48,19.29,Weekday,176.87
24.75,77.68,7,11.43,2.37,Weekday,175.52
35.59,51.91,6,5.92,6.1,Weekday,174.89
17.09,62.41,2,4.46,2.52,Weekday,88.49
20.25,21.58,1,2.89,15.27,Weekday,93.55
40.67,22.58,7,8.84,3.68,Weekday,179.21
21.82,53.44,2,3.45,2.9,Weekday,97.94
40.11,81.25,6,3.21,11.67,Weekday,183
23.38,86.39,7,15.85,8.82,Weekday,232.42
34.29,26.5,4,12.83,14.59,Weekday,191.94
35.82,60.38,2,11.97,10.25,Weekend,170.38
30.38,88.49,3,12.7,9.08,Weekend,183.89
24.16,49.1,5,15.5,9.08,Weekday,193.21
21.38,82.22,6,9.17,17.57,Weekday,186.27
16,30.03,6,3.52,8.51,Weekday,120.24
24.12,90.15,3,13.8,7.33,Weekday,180.5
34.59,76.36,7,11.88,7.43,Weekday,220.04
43.15,90.6,7,6.63,4.74,Weekend,201.9
41.14,70.75,7,7.58,17.35,Weekday,221.49
37.98,47.26,2,6.58,3.79,Weekday,137.26
38.65,90.36,1,14.88,18.26,Weekday,222.56
34.95,40.67,4,5.5,6.39,Weekday,137.09
22.81,44.91,5,15.42,18.09,Weekday,206.57
42.22,72.56,1,14.56,16.03,Weekday,207
35.12,77.4,1,10.09,12.06,Weekday,159.19
31.81,89.71,3,9.28,13.72,Weekday,190.01
18.33,35.36,2,5.92,7.19,Weekend,114.99
28.41,79.85,6,0.29,11.91,Weekday,162.93
28.81,75.39,6,2.04,6.56,Weekday,155.53
40.94,24.78,3,12.07,8.64,Weekday,178.52
31.4,49.04,2,7.54,15.53,Weekday,160.3
26.41,41.21,3,2.4,5.63,Weekday,109.74
44.3,42.84,6,4.22,16.94,Weekday,189.61
18.32,93.72,1,15.17,8.14,Weekday,144.82
27.68,68.21,4,5.87,11.11,Weekday,156.11
16.26,73.83,7,14.52,18.9,Weekday,215.12
37.2,93.25,2,4.87,13.94,Weekday,160.85
42.54,48.29,5,8.69,13.27,Weekday,198.62
23.4,80.14,5,0.33,14.52,Weekday,153.74
40.75,52.59,1,8.35,18.44,Weekday,157.84
23.77,85.22,3,10.19,5.72,Weekday,155.91
42.32,33.55,3,3.75,12.65,Weekday,161.69
37.62,91.08,6,9.26,8.61,Weekday,211.4
39.15,36.41,1,10.35,1.23,Weekend,132.65
15.54,44.47,6,10.99,3.38,Weekday,143.86
43.88,76.71,6,12.42,7.17,Weekend,223.95
36.8,49.53,5,4.98,11.73,Weekday,171.67
24.14,65.62,6,9.08,17.75,Weekday,182.03
39.88,53.34,7,15.71,16.03,Weekday,252.76
23.45,75.68,6,14.37,11.51,Weekday,195.82
41.18,37.12,5,15.24,2.4,Weekday,196.77
18.38,24.38,7,6.18,6.43,Weekday,149.11
36.11,42.49,3,12.59,7.97,Weekend,187.67
31.22,55.57,2,9.92,12.81,Weekday,162.68
17.9,32.6,4,1.32,2.23,Weekday,73.73
22.26,46.61,6,13.18,11.07,Weekend,193.39
15.37,50,7,10.83,18.13,Weekend,195.5
29.06,24.3,2,3.18,14.4,Weekday,104.82
24.04,63.75,5,1.28,16.14,Weekday,146.46
32.95,86.33,2,13.39,13.95,Weekday,183.56
23.92,31.38,4,1.26,4.93,Weekday,89.14
24,64.84,2,1.46,3.1,Weekday,83.07
37.3,69.86,7,6.84,16.76,Weekday,194.44
16.44,51.45,2,2.16,14.21,Weekday,98.75
42.09,72.58,2,14.62,11.93,Weekend,202.51
40.57,50.8,2,7.52,4.6,Weekend,162.36
35.03,57.85,1,9.11,12.46,Weekday,153.94
32.8,20.55,6,14.85,1.6,Weekday,177.77
41.77,71.88,5,8.48,3.26,Weekday,169.35
20.56,69.6,4,5.66,6.93,Weekday,127.16
17.37,22.88,5,12.75,9.43,Weekday,167.1
22.19,47.62,1,7.09,3.29,Weekend,118.72
38.84,93.43,1,5.1,3.28,Weekday,133.16
16.04,51.56,7,11.57,14.79,Weekday,184.4
32.48,57.65,1,12.83,11.82,Weekday,173.12
44.86,88.24,6,12.67,11.14,Weekend,233.54
40.67,73.79,1,15.64,9.6,Weekend,202.8
30.64,63.66,2,12.59,19.55,Weekend,213.85
16.91,79.84,5,12.32,1.95,Weekday,160.22
39.94,84.83,3,13.72,4.43,Weekday,198.7
32.97,54.27,4,0,13.3,Weekday,147.65
18.45,55.63,1,5.8,3.59,Weekday,99.12
17.82,48.95,5,11.8,12.2,Weekend,169.68
42.29,92.5,7,9.6,11.79,Weekday,219.54
35.08,72.29,1,2.84,19.45,Weekday,147.33
39.88,26.24,6,4.86,17.78,Weekday,180.89
41.37,84.72,1,5.39,18.97,Weekday,171.6
32.15,56.04,1,9.09,3.16,Weekday,123.55
30.52,25.16,1,13.31,17.49,Weekday,165.73
27.91,61.23,7,14.92,3.45,Weekday,187.46
24.51,51.29,1,12,13.03,Weekday,144.62
28.04,85.83,4,13.49,14.68,Weekend,209.45
38.22,35.3,5,7.52,4.06,Weekday,167.41
33.06,81.98,6,6.24,13.02,Weekday,192.34
41.78,61.83,1,6.28,2,Weekday,131.4
28.3,24.1,1,9.86,6.57,Weekday,125.98
33.21,92.89,1,1.99,18.5,Weekend,165.85
33.94,58.45,1,9.27,4.26,Weekday,131.96
32.75,41.82,2,10.64,2.24,Weekday,153.15
36.08,55.21,2,7.02,9.43,Weekend,143.3
22.12,84.34,3,15.25,17.16,Weekend,186.84
30.37,42.87,1,9.73,2.46,Weekday,123.55
18.13,34.45,3,3.52,7.76,Weekday,99.57
26.54,29.68,4,7.67,18.1,Weekday,153.94
29.63,42.34,3,10.81,3.24,Weekend,148.17
34.57,78.5,5,5.18,6.9,Weekday,167.48
43.52,55.37,2,1.27,15.79,Weekday,143.61
33.02,37.06,2,9.33,11.32,Weekday,161.59
37.31,32.46,1,15.17,16.81,Weekday,199.13
30.19,44.95,1,7.76,3.12,Weekend,132.58
34.02,90.49,4,14.5,18.49,Weekend,224.05
17.13,45.73,6,13.36,18.76,Weekday,187.73
22.63,94.11,4,2.36,3.95,Weekday,118.89
25.86,56.39,5,11.33,1.64,Weekday,155.88
29.17,33.44,1,6.97,19.81,Weekend,147.87
16.37,86.84,1,4,10.16,Weekend,114.94
19.2,54.53,4,10.99,11.87,Weekend,168.38
23.3,73.23,4,11.88,12.7,Weekend,175.34
44.15,93.78,4,2.88,16,Weekday,178.63
24.94,23.76,2,14.63,16.43,Weekend,165.09
29.46,27.25,3,12.02,4.68,Weekday,142.56
20.88,74.03,3,14.93,5.5,Weekday,169.86
33.32,41.14,1,5.07,17.66,Weekday,143.15
23.42,33.82,2,15.03,16.57,Weekday,179.8
21.21,22.95,4,5.9,12.73,Weekend,123.01
30.5,21.64,1,0.86,19.9,Weekday,119.24
15.17,78.09,2,12.21,14.97,Weekend,161.67
15.23,30.08,5,11.26,5.1,Weekday,147.92
21.57,55.08,6,9.57,17.09,Weekday,180.72
16.1,65.44,2,7.84,8.88,Weekday,115.59
18.24,52.13,7,0.51,1.69,Weekday,122.55
25.17,22.03,1,9.99,7.11,Weekday,119.15
39.08,78.76,3,6.67,15.51,Weekday,183.52
32.16,20.79,7,8.96,19.24,Weekend,211.61
30.38,77.14,4,6.87,6.25,Weekday,141.14
23.8,87,6,15.46,5.68,Weekday,199.34
42.95,52.46,5,9.67,11.71,Weekend,197.35
26.91,60.17,6,11.99,16.42,Weekday,203.86
17.61,55.77,6,14.98,15.18,Weekday,194.9
33.51,49.19,2,9.47,11.64,Weekday,155.23
18.42,86.56,1,0.19,13,Weekday,101.59
25.36,87.05,1,0.55,5.6,Weekday,95.32
30.22,45.19,6,11.24,9.22,Weekday,178.32
41.23,66.13,4,4.47,5.85,Weekday,150.26
29.81,89.52,1,9.27,17.8,Weekday,176.11
36.07,92.15,6,3.24,3.14,Weekday,161.73
44.78,58.17,1,4.32,13.92,Weekday,144.74
18.94,53.96,4,8.07,5.95,Weekend,133.37
23.24,40.9,5,15.61,10.04,Weekday,185.17
26.84,91.92,7,9.86,6.69,Weekday,181.1
27.65,30.71,6,14.98,7.14,Weekend,190.01
27.33,63.49,3,15.35,5.95,Weekend,186.74
42.23,41.19,3,3.33,15.3,Weekend,185.94
36.42,40.93,6,4.98,7.95,Weekend,173.15
33.24,50.37,2,12.32,14.8,Weekday,168.1
24.28,94.91,5,13.87,9.67,Weekday,194.11
39.71,24.12,2,8.31,11.4,Weekday,158.16
43.65,63.39,7,15.89,11.32,Weekday,256.3
39.64,26.19,3,0.19,19.54,Weekday,153.51
15.05,31.59,4,4.79,7.97,Weekday,118.59
34.09,52.97,6,9.97,4.95,Weekend,185.99
16.53,58.28,7,7.51,18.32,Weekday,177.49
22.73,39.41,1,1.87,4.32,Weekday,63.53
16.79,43.73,3,5.88,16.85,Weekday,122.79
33.11,26.52,5,0.41,3.85,Weekday,106.97
35.6,42.74,3,10.28,13.52,Weekend,175.19
18.43,92.49,5,14.28,3.86,Weekend,169.48
26.52,90.85,5,14.16,18.54,Weekend,215.81
28.69,45.12,6,11.19,11.74,Weekday,198.07
26.07,62.81,5,7.45,7.26,Weekend,144.88
18.63,88.22,2,8.19,3.67,Weekday,119.35
27.57,20.46,7,2.19,8.05,Weekend,151.25
37.54,80.8,4,5.46,14.4,Weekday,177.62
17.13,91.13,3,3,8.31,Weekday,124.6
17.41,26.85,4,13.14,5.68,Weekend,143.2
25.64,32.11,7,14.64,11.97,Weekday,217.99
43.25,92.06,1,8.59,8.94,Weekend,164.24
35.06,60.32,7,11.64,4.15,Weekday,209.36
35.36,21.06,3,1.94,3.93,Weekend,109.2
25.86,39.32,4,9.74,14.44,Weekend,182.49
32.81,53.75,4,11.24,19.52,Weekday,196.98
15.3,71.97,6,7.24,5.43,Weekday,150.52
34.08,74.99,6,3.89,15.69,Weekday,194.07
42.4,94.66,7,14.04,2.66,Weekend,230.12
33.38,41.56,7,11.89,8.25,Weekday,208.36
41.21,60.37,1,14.4,10.63,Weekday,188.24
36.72,60,5,13.09,6.11,Weekday,184.75
18.62,50.42,3,15.85,11.06,Weekday,172.35
42.07,32.69,6,3.07,17.77,Weekday,178.34
16.99,93.31,3,1.39,18.94,Weekday,125.28
31.02,84,1,5.39,2.91,Weekend,117.56
19.26,57.37,6,2.06,6.17,Weekday,125.77
15.35,65.24,6,8.37,19.6,Weekday,168.11
27.66,37.04,5,10.13,6.14,Weekday,150.17
23.85,60.78,3,9.25,14.16,Weekday,149.61
29.58,72.12,3,4.15,5.82,Weekend,129.66
32.32,58.64,3,14.54,7.77,Weekday,186.26
16.31,94.27,5,0.34,4.63,Weekday,116.64
18.69,65.85,6,5.57,17.27,Weekday,171.61
31.76,47.82,1,11.5,17.77,Weekend,175.1
25.3,77.91,3,12.27,6.64,Weekend,167.25
36.88,32.78,4,6.66,16.65,Weekday,173.33
34.57,48.84,5,0.27,7.81,Weekday,138.82
40.37,46.02,2,9.89,2.88,Weekday,162.26
35.77,52.39,1,1.01,15.4,Weekend,130.33
27.9,78.63,4,1.73,12.33,Weekday,144.96
35.19,56.31,3,10.4,6.21,Weekend,159.8
23.26,79.55,2,5,5.81,Weekend,128.83
24.19,63.24,1,5.57,19.54,Weekend,145.28
38.67,45.66,5,7.79,17.39,Weekday,188.34
28.39,80.75,2,15.66,16.39,Weekday,206.39
38.95,37.87,6,15.45,3.43,Weekend,201.61
39.67,36.83,7,6.66,15.35,Weekday,184
40.73,57.84,2,4.25,5.08,Weekday,143.72
42.5,39.56,7,4.84,19.57,Weekday,212.29
27.93,20.68,4,4.3,1.99,Weekday,102.52
24.57,68.62,1,8.52,7.69,Weekday,130.89
32.47,58.33,4,9.71,9.14,Weekday,181.11
26.14,53.41,4,7.82,16.66,Weekday,169
33.03,92.52,3,6.53,15.56,Weekday,194.33
36.17,62.84,5,3.38,8.12,Weekday,150.23
35.65,84.76,2,7.72,11.75,Weekday,148.3
26.24,30.46,1,5.46,16.88,Weekday,114.76
20.01,62.69,6,8.67,1.35,Weekend,131.42
27.92,85.1,5,10.8,16.24,Weekend,222.23
19.28,63.73,5,10.13,18.99,Weekend,186.16
41.7,73.85,1,7.4,1.61,Weekend,162.57
25.38,47.9,5,8.9,1.87,Weekday,141.35
19.63,26.93,3,4.56,7.55,Weekday,97.29
15.76,54.34,5,0.39,2.67,Weekday,78.45
34.37,49.59,3,10,10.11,Weekday,164.81
34.11,85.03,2,4.04,14.85,Weekday,160.5
25.22,38.3,2,10.7,11.77,Weekday,145.15
17.15,92.51,4,11.95,4.73,Weekend,147.04
27.29,91.86,3,14.65,13.44,Weekday,201.42
24.34,38.57,6,15.33,14.01,Weekday,209.9
35.31,46.1,2,0.17,18.72,Weekend,136.09
33.17,87.17,5,15.85,3.79,Weekend,205.26
25.94,92.5,1,10.93,14.15,Weekday,149.08
21.54,53.26,1,10.3,18.32,Weekend,159.4
44.64,44.07,7,0.24,10.53,Weekday,170.14
28.62,59.46,3,13.78,7.87,Weekend,156.25
35.65,71.58,6,2.33,4.24,Weekday,141.57
19.22,40.51,4,13.4,17.47,Weekday,181.96
29.57,75.24,5,0.25,8.49,Weekend,137.86
15.83,23.87,3,10.34,18.57,Weekday,137.94
30.16,23.7,7,6.96,17.11,Weekday,186.78
43.92,48.97,1,3.21,8.16,Weekday,127.43
26.53,46.51,3,1.72,11.9,Weekday,114.49
16.17,43.67,5,7.04,1.52,Weekend,120.08
15.93,56.83,6,1.97,6,Weekday,129.28
26.64,44.06,6,7.78,14.5,Weekday,189.53
19.8,34.42,2,10,13.88,Weekday,121.75
15.7,43.21,5,13.24,7.71,Weekday,157.25
37.69,93.12,7,10.86,16.36,Weekday,225.02
28.76,50.83,2,1.04,5.48,Weekday,91.26
23.68,53.35,2,4.92,9.76,Weekend,108.37
42,63.24,2,4.61,9.98,Weekday,146.32
18.48,93.75,3,14.64,7.48,Weekday,158.18
43.68,38.12,7,13.88,19.14,Weekday,258.85
24.42,71.1,1,5.92,14.24,Weekday,124.52
41.65,73.7,6,1.14,11.24,Weekday,159.38
33.09,65.55,3,14.31,10.7,Weekend,196.12
39.8,26.64,1,14.21,4.03,Weekend,164.03
44.52,70.77,6,13.68,8.07,Weekday,226.56
23.65,24.81,7,13.52,13.78,Weekday,202.06
43.83,64.71,7,7.68,18.57,Weekend,244.59
26.68,75.47,5,2.84,16.51,Weekday,157.55
26.57,35.82,6,7.64,6.71,Weekday,157.83
25.21,83.12,6,7.91,9.25,Weekend,177.25
31.24,22.28,7,7.84,2.58,Weekend,168.91
19.62,83.29,6,8.62,2.94,Weekday,141.81
31.61,54.52,4,4.12,9.93,Weekday,150.6
31.25,36.32,5,5.86,11.07,Weekday,160.14
37.86,30.03,3,6.95,6.02,Weekday,137.97
40.01,91.5,3,2.1,13.21,Weekend,184.64
28.21,25.45,1,7.29,14.36,Weekday,119.93
24.07,34.93,3,12.97,6.68,Weekday,153.5
22.78,46.09,2,13.25,15.41,Weekday,156.69
20.84,66.52,6,6.59,4.91,Weekday,150.52
16.73,60.86,3,8.3,11.34,Weekday,150.67
25.27,29.42,1,0.54,16.28,Weekend,111.77
23.11,41.73,1,10.79,11.2,Weekday,134.39
43.99,37.91,2,6.47,18.25,Weekday,183.27
31.73,36.02,1,7.13,2.11,Weekday,107.92
25.42,50.84,7,13.98,12.18,Weekend,215.61
32.41,72.8,4,7.39,11.67,Weekday,171.82
19.18,36.31,7,0.34,13.55,Weekday,123.01
28.32,47.5,6,3.64,16.83,Weekday,180.31
33.79,49.32,6,7.61,14.79,Weekday,200.35
29.67,93.23,6,6.79,16.02,Weekend,193.31
27.05,91.6,5,13.77,6.49,Weekday,200.6
44.82,80.01,3,8.67,8.36,Weekend,181.68
41.41,38.12,4,11.03,12.91,Weekend,204.73
33.7,25.1,3,7.51,11.52,Weekend,156.7
32.08,43.77,4,7.03,19.26,Weekday,190.33
33.62,40.01,3,7.14,4.55,Weekday,141.32
21.04,57.94,2,6.57,7.67,Weekday,105.36
26.85,78.33,7,8.62,11.88,Weekday,200.91
16.18,84.37,1,4.01,17.49,Weekend,120.43
29.27,83.36,1,14.26,18.66,Weekend,191.99
31.29,46.98,7,5.33,7.38,Weekday,166.88
21.83,71.54,2,2.36,2.28,Weekday,87.79
43.92,43.46,4,1.54,9.01,Weekday,165.23
42.28,24.57,7,0.21,8.49,Weekday,165.57
36.66,72.62,5,6.77,19.74,Weekend,197.51
31,20.74,4,3,9.19,Weekday,121.93
41.1,50.69,1,0.35,6.81,Weekday,103.25
18.92,44.7,5,8.32,7.94,Weekday,150.12
38.72,72,3,10.88,8.54,Weekend,187.5
18.74,77.47,5,1.37,16.61,Weekday,131.88
38.83,42.81,4,7.37,2.54,Weekend,171.08
23.27,80.87,2,11.9,7.01,Weekend,160.16
41.31,42.04,3,15.77,19.36,Weekday,226.03
43.32,53.47,4,10.68,3.91,Weekday,183.76
19.46,74.53,3,3.92,15.11,Weekday,121.4
28.88,71.97,5,11.46,7.77,Weekday,186.74
44.43,94.05,1,9.57,12.05,Weekend,187.41
29.5,36.89,4,3.39,2.89,Weekday,124.75
40.91,69.67,2,13.62,6.82,Weekday,191.94
32.66,65.73,7,6.84,10.52,Weekday,187.93
26.26,88.63,5,15.39,5.4,Weekday,193.95
23.57,31.73,4,11.57,11.3,Weekday,174.12
21.1,76.38,2,10.31,5.18,Weekday,123.99
37.85,62.62,4,11.65,13.35,Weekday,196.15
26.6,40.6,5,7.65,18.18,Weekday,183.57
30.34,55.58,4,8.08,2.62,Weekday,157.31
29.77,45.03,3,13.62,5.12,Weekday,162.53
32.32,63.45,5,10.89,17.04,Weekday,198.14
40.97,86.68,4,14.36,13,Weekend,224.51
44.42,62.7,7,14.25,2.5,Weekday,212.92
27.23,67.38,1,15.62,10.24,Weekday,186.07
39.83,58.91,4,11.2,4.99,Weekday,181.56
37.94,23.84,3,8.04,4.78,Weekday,149.84
32.21,37.46,2,2.66,18.87,Weekday,142.5
43.68,56.9,7,11.29,15.47,Weekend,253.39
21.01,43.27,2,4.67,14.23,Weekday,115.75
18.28,33.63,7,4.53,5.54,Weekday,128.76
40.62,57.81,2,3.81,3.25,Weekday,137.42
28.17,44.21,1,14,17.55,Weekday,159.23
40.41,39.36,3,13.89,1.11,Weekday,185.41
41.79,54.8,5,10.1,8.37,Weekday,209.42
16.87,30,2,7.57,6.27,Weekend,110.2
41.5,89.58,7,10.75,11.84,Weekday,224.51
28.45,85.08,3,9.72,5.76,Weekday,163.95
30.31,73.07,4,6.65,6.91,Weekend,157.1
33.8,27.97,1,6.07,17.15,Weekend,148.43
42.79,78.19,3,6.12,12.46,Weekend,186.2
15.57,80.6,3,9.43,3.77,Weekday,121.65
29.31,77.58,5,10.36,14.8,Weekday,198
35.63,28.55,3,7.23,4.94,Weekend,133.39
36.68,68.29,5,15.5,9.23,Weekday,198.99
35.78,82.57,1,1.34,13.29,Weekday,135.35
19.03,63.3,1,5.55,6.17,Weekend,113.15
23.98,68.48,4,6.71,8.3,Weekday,140.03
25.76,54.38,5,0.27,14.95,Weekend,137.23
39.13,59.65,5,5.84,18.82,Weekend,206.2
23.36,22.58,2,4.38,11.06,Weekend,113.69
21.32,67.92,2,8.1,1.19,Weekday,109.28
43.72,26.11,4,5.38,7.43,Weekday,161.55
15.27,52.63,1,11.62,8.57,Weekend,127.47
44.93,41.95,6,8.16,7.44,Weekend,189.57
35.3,60.91,2,2.08,9.29,Weekday,126.73
39.85,30.01,3,12,13.02,Weekday,188.85
23.84,71.87,1,1.59,3.3,Weekend,87.61
15.43,79.63,6,13.42,6.18,Weekday,181.07
37.14,32.25,3,14.9,10.65,Weekday,194.87
40.02,27.82,7,5.16,7,Weekday,172.78
37.21,30.91,5,14.82,19.83,Weekday,227.64
19.29,85.78,1,12.69,9.2,Weekend,147.77
37.6,59.61,7,14.76,17.53,Weekday,244.75
38.07,55.04,4,10.66,18.03,Weekday,203.18
34.76,28,5,3.77,16.88,Weekday,150.91
37.98,68.72,5,14.31,1.89,Weekday,197.77
40.38,85.1,3,2.95,19.01,Weekday,179.84
33.41,82.11,7,3.41,3.45,Weekend,188.38
17.66,66.95,5,4.34,1.65,Weekday,118.54
29.63,25.65,2,4.87,8.87,Weekday,113.23
17.33,28.43,1,8.23,4.7,Weekday,81.97
27.23,23.7,2,11.42,4.5,Weekday,124.93
27.21,39.31,3,14.82,6.47,Weekday,161.7
16.98,30.17,6,1.42,5.72,Weekday,102.72
25.46,39.5,3,15.27,14.01,Weekday,179.33
18.33,48.88,1,14.74,4.55,Weekday,128.78
39.25,90.72,5,0.86,11.32,Weekday,164.8
43.43,65.78,7,5.77,19.74,Weekend,224.91
17.17,82.62,7,13.01,9.22,Weekend,195.66
43.65,73.28,4,9.79,13.2,Weekday,198.4
30.68,28.44,3,12.47,19.42,Weekday,176.49
23.99,75.19,1,11.5,3.62,Weekend,136.55
17.31,40.63,4,7.95,8.95,Weekday,134.28
30.02,67.93,5,0.66,17.15,Weekend,151.17
38.84,45.57,6,9.35,18.71,Weekday,210.22
36.21,94.83,3,0.78,12.42,Weekday,147.29
16.51,39.77,6,9.66,3.72,Weekend,144.94
17.19,40.93,1,12.81,18.13,Weekday,154.75
27.09,89.8,6,9.36,4.31,Weekday,182.83
23.86,21.85,6,15.95,7.7,Weekend,193.01
21.97,72.25,1,7.29,8.13,Weekend,134.62
23.43,74.4,1,11.98,9.5,Weekday,144.35
39.1,82.73,3,10.68,16.01,Weekday,209.2
42.88,93.08,6,15.86,16.24,Weekday,255.31
27.15,93.17,4,11.41,14.67,Weekend,199.83
42.18,24.9,1,2.62,1.42,Weekend,116.49
24.64,81.64,5,15.29,11.73,Weekend,208.91
29.29,68.47,6,10.68,15.2,Weekend,200.07
21.78,68.55,1,0.95,9.45,Weekday,79.45
34.21,29.63,4,10.52,18.95,Weekend,200.97
44.37,68.76,7,14.13,16.65,Weekend,259.53
33.1,93.69,3,9.23,13.12,Weekend,185.49
25.73,88.39,6,5.66,2.19,Weekday,163.14
34.43,52.93,7,13.13,13.39,Weekend,219.87
18.69,23,1,12.52,18.32,Weekday,151.1
41.66,47.17,1,8.71,8.21,Weekday,148.48
30.09,81.98,5,2.47,16.92,Weekday,165.69
28.48,72.61,5,4.02,6.95,Weekday,137.72
32.58,54.45,6,11.82,11.83,Weekday,196.22
33.74,24.13,7,12.9,13.32,Weekend,219.63
17.15,52.02,7,4.47,13.88,Weekday,163.48
35.48,55.18,1,5.89,17.77,Weekday,157.39
22.26,89.64,6,1.24,5.46,Weekday,135
36.42,68.08,1,11.42,5.99,Weekend,183.91
39.68,43.37,5,0.06,14.38,Weekday,160.8
